,Unnamed: 0,MANUAL_ID,TRACK_ID,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_INDEX,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,MAX_DISTANCE_TRAVELED,TRACK_MEAN_Q_ENV,TRACK_MEAN_Q_IN,TRACK_MEAN_Q_IN_BEFORE,TRACK_MEAN_Q_IN_AFTER,Protein,FILE_ID,SET_ID,CONFINEMENT_RATIO,Dur,To_CH2,Tf_CH2,To_CH2_TfC1,Tf_CH2_TfC1,FR,Imax_C1,Imax_C2,TRACK_START_CH2,TRACK_STOP_CH2,COLOCALIZE_ID,index,EXPERIMENT,CHANNEL,NOTES,CORRELATION_FACTOR,REASON_DISCARDED
40,40,Good,2617.0,12.12,165.0,266.0,0.625588345634296,2617.0,491.23088331635,391.622380029649,0.087015751639625,0.687162308044672,0.003493888533918,0.065579679535326,0.096056880837345,4.41664564843271,0.875795635455173,0.517117492825377,3.4799515053078,0.822252727690197,0.039860256134518,Sec9,2,1,0.071181871091955,12.12,7.199999999999999,12.84,-4.92,0.7200000000000006,0.12,20.20928333333333,8.714816666666668,225.0,272.0,10,,,,,,
41,41,Good,3810.0,10.08,253.0,337.0,0.149134933662598,3810.0,153.677663948235,439.737356875053,0.086944934620503,0.275942242375912,0.011031673768594,0.075799885619528,0.055594678516653,4.37779173009536,0.606919080691652,0.429611549377441,3.34383492812612,0.600866348024399,0.614845669458783,Sec9,2,1,0.020420003588306,10.08,1.7999999999999998,14.04,-8.280000000000001,3.959999999999999,0.12,14.024083333333335,24.425000000000004,268.0,370.0,11,,,,,,
42,42,Good,514.0,11.52,55.0,151.0,0.643462542279615,514.0,566.372105219864,70.9739173214755,0.118065048363569,0.752047909305437,0.001274898826892,0.086578329160327,0.120761996921686,4.59793016099438,0.855151550036531,0.046730612233742,3.45645532466019,0.684775670369466,0.687633302476671,Sec9,3,1,0.056771541690918,11.52,2.52,13.56,-9.0,2.040000000000001,0.12,20.136100000000003,25.98703333333334,76.0,168.0,12,,,,,,
43,43,Good,520.0,7.2,42.0,102.0,0.706610478812436,520.0,187.169629889855,363.804244730077,0.077378296788584,0.23189951525149,0.002665171669173,0.06568996256131,0.050133383385404,4.5433114473937,1.14645562938986,0.549313926696778,3.45683717640806,-0.464625918675983,0.404469641428145,Sec9,3,1,0.152198249409878,7.2,5.04,10.56,-2.16,3.3600000000000003,0.12,22.319433333333336,16.998150000000003,84.0,130.0,13,,,,,,
44,44,Good,5912.0,10.44,296.0,383.0,1.28994701371325,5912.0,437.734547856152,147.346280539014,0.072278806219763,0.689343735384911,0.0,0.056916454294787,0.078371583375075,5.40252312746915,1.28994701371325,-0.173707848245447,3.36227946329598,-0.195233057415675,0.411613524906219,Sec9,4,1,0.205135888991254,10.44,5.88,12.0,-4.56,1.5600000000000005,0.12,26.590750000000007,13.225000000000003,345.0,396.0,14,,,,,,
45,45,Good,499.0,13.2,31.0,141.0,0.178871606237088,499.0,437.094951228417,343.714303027804,0.084676546630232,0.633968201391687,0.00673254001316,0.06172454034265,0.092934572638361,5.27791774165523,0.716181214246234,0.846571852709796,4.65970076789131,0.906442127530537,-0.085951123918806,Sec9,6,1,0.01920372967437,13.2,-0.36,17.4,-13.56,4.199999999999999,0.12,28.87870000000001,29.479616666666672,28.0,176.0,15,,,,,,
46,46,Good,9597.0,12.6,243.0,348.0,1.16351107012609,9597.0,811.514490599975,341.994960754121,0.090327972171422,0.392957997638598,0.008049546282402,0.072486071956071,0.065132326142802,5.97447730010411,1.40914567918177,0.489909074891288,4.91561594149352,0.814901503305586,0.194744503687299,Sec9,8,1,0.122675817294949,12.6,5.16,16.919999999999998,-7.439999999999999,4.319999999999999,0.12,21.94260000000001,10.77591666666667,286.0,384.0,16,,,,,,
47,47,Good,1292.0,7.32,60.0,121.0,0.175317148400866,1292.0,745.666357843798,70.1655332306457,0.082431857143825,0.231144481131493,0.011537206187788,0.066466342156766,0.050831247364677,4.53013130926317,0.678743574131532,-0.00093509304908,3.52283138015364,0.493192460801866,-0.385020967513796,Sec9,0,2,0.034865787484496,7.32,0.6,9.48,-6.720000000000001,2.16,0.12,22.11481666666667,25.64445000000001,65.0,139.0,0,,,,,,
48,48,Good,3395.0,7.56,133.0,196.0,0.782040046681987,3395.0,249.566221646497,205.681682646816,0.087151164407299,0.268747643036042,0.012044269111634,0.07975370710153,0.055154560296572,4.20445168018341,0.812422679303987,0.58698433637619,3.69961320691638,0.362103310842363,0.249170273069351,Sec9,9,2,0.142434517757034,7.56,1.7999999999999998,9.96,-5.76,2.400000000000001,0.12,18.12776666666668,11.539800000000003,148.0,216.0,1,,,,,,
49,49,Good,6007.0,14.16,121.0,239.0,0.385329836605072,6007.0,896.288464013223,214.185970949724,0.053884483197847,0.182699834047641,0.003568972401963,0.049345741701055,0.032331160507639,5.22738153794233,0.679811541806842,-0.028112994923311,3.41773743901043,0.800212920658172,-0.138715971083868,Sec9,10,2,0.060601993302666,14.16,4.2,17.759999999999998,-9.96,3.599999999999998,0.12,28.978700000000007,20.70091666666667,156.0,269.0,2,,,,,,
50,50,Good,1449.0,6.84,57.0,114.0,0.433954274047956,1449.0,695.539802633473,141.558386657413,0.104441705394493,0.728371039596781,0.00143464421605,0.073926922804183,0.126977564030103,4.7595926482102,1.26161294292884,0.375058966669543,4.45971225139282,0.084205930195157,0.466558668348524,Sec9,11,2,0.072894566871327,6.84,0.24,9.12,-6.6,2.28,0.12,23.81666666666667,16.025933333333334,59.0,133.0,3,,,,,,
51,51,Good,11130.0,11.04,249.0,341.0,1.15017330288698,11130.0,449.235128308383,139.612297711844,0.085427797002337,0.845635212467239,0.006388712472335,0.063920162573241,0.099034083410993,4.49973022296865,1.33856404533429,0.475735906375352,3.20253506641092,0.262046935066344,0.123309846908327,Sec9,13,2,0.146344447190769,11.04,11.28,13.2,0.2400000000000002,2.16,0.12,17.60926666666667,12.99445,343.0,359.0,4,,,,,,
52,52,Good,2401.0,13.68,59.0,173.0,0.523407424622672,2401.0,389.899208794333,107.050949513839,0.057030034888589,0.161061240053341,0.005567229310674,0.049527023655774,0.034160313686244,4.78844674151877,1.06150006455859,0.441243778726329,3.47058520478327,0.285721067398313,0.510799317132859,Sec9,14,2,0.080506582319541,13.68,3.96,17.4,-9.72,3.719999999999999,0.12,13.25276666666667,27.54628333333334,92.0,204.0,5,,,,,,
