G3Amplitude1,G3Amplitude2,G3Amplitude3,G3freeAmplitude1,G3freeAmplitude2,G3freeAmplitude3,G3freexcent,G3freeycent
23393.956575251,2514.81887430121,9253.68417138665,7750.27049314206,2150.08119114184,10900.1365616034,32328.4895442356,37781.0577968686
19955.9358606847,1081.44409074672,4000.47620542562,8400.88544998518,1050.10721521843,3742.46646025614,37663.6509513137,46518.1287759006
24395.4215694589,2890.00738188801,7772.4871497914,10668.7162580566,1908.64097487999,9900.45794947601,20064.0118270211,55710.221916173
15545.3048121338,2940.4365012891,2821.47717280382,6116.84659690599,2465.20438181813,2898.53301030398,29677.9720982182,35485.2615110182
2736.97544544267,998.86728784029,1674.60792040642,953.832420394302,1119.15959916037,1342.97976089453,18764.1705162207,61110.3568698035
3666.46528479999,103.666736087897,645.52307300199,2.22879840511371e-14,2.22044604925031e-14,3995.06145903758,19272.9997713844,61055.9973020728
11120.2674910643,2356.11613094761,6102.97728591986,6000.84754927467,1848.58377382038,3541.48309504848,16250.9304401248,43785.688993432
25106.8288767862,5240.98921431143,11176.4159809833,11194.0974324421,25.8591504523314,17861.2253065645,35021.0747987411,36480.3524472215
32907.2621141286,1404.5816573454,11098.2725938774,17413.3418538786,1135.28688238126,7171.24637732839,18120.5626821434,40666.9309001436
6876.3578842058,9458.97041674284,21845.3295326034,1311.40621020852,12366.5034458144,14278.9683734088,31502.2110362493,61733.8183312769
17841.5157597304,1.29683228263178e-08,209.633050080936,7812.86153668882,2.24606736824976e-14,2.22399739346271e-14,21837.6080812354,47964.483002716
18890.3548369233,2786.58455882236,5158.17937712335,7572.94615207509,2759.41354354144,5388.06242644235,26568.2276558052,41572.4610900984
20457.6596904489,1013.69760054575,4801.0921949835,10594.8136375478,565.273510499684,4023.69791688343,26671.0409782932,49066.0740840582
7643.110485351,24.961664371692,2198.74636604544,2201.01529579496,61.4582648461242,2895.85581081971,16393.2366570801,54777.5569774066
7774.38151795544,7648.19043233272,3705.36974311053,3595.14924138057,3837.3235483512,1935.14924058677,15155.517866906,56129.8358191097
24468.9293882639,1078.51656661643,9426.34819279773,8.58442508850483e-06,3.86446851781532e-12,31219.4232086979,39465.9999962502,49307.0228842095
14805.0623425661,4155.42042524061,2541.68467292855,6691.80977856496,2838.11944973047,2000.14987029018,29673.0597520887,35530.2113834654
13755.6739547555,0.000107061854431513,6609.42284994711,4838.17341318066,0.00280290135923104,6218.23182628154,36914.470262808,50499.2156810274
